article_id,periodical,periodical_label,issue_id,year,code,family,reason,reason_words
1989-01-3-right-candil-a-o-12-doce,candil,Candil,1989-01,1989,AUTH_04,AUTH,"The passage names 'consumo' and success as threats, but it does not specifically contrast commercial spectacle or intimate co-presence as authenticity markers.",23
1989-01-4-left-reflexiones-sobre-la-etapa-de-re,candil,Candil,1989-01,1989,PED_02,PED,"The retrieval trigger points to imitation, but the visible passage does not develop embodied, oral, familial, or lineage-based transmission.",20
1989-01-4-left-reflexiones-sobre-la-etapa-de-re,candil,Candil,1989-01,1989,AUTH_01,AUTH,"The phrase 'verdadero artista flamenco' supports the critical hierarchy, but the passage does not separately make an authenticity claim beyond that evaluation.",22
1989-01-7-right-el-carbonero-un-fandanguero-exce,candil,Candil,1989-01,1989,AUTH_02,AUTH,"The reference to purists and superficiality signals a purity debate, but the passage mainly reports opposing opinions rather than clearly drawing its own purity boundary.",25
1989-01-8-right-aurelio-sell-nondedeu,candil,Candil,1989-01,1989,HERIT_03,HERIT,"The mention of 'memorias flamencas' suggests memory-work, but the excerpt treats it mainly as a forthcoming book project rather than public heritage safeguarding.",24
1989-01-8-right-aurelio-sell-nondedeu,candil,Candil,1989-01,1989,CRIT_02,CRIT,"The word 'profundidad' appears, but the visible context refers to depth of discussion, not an aesthetic criterion for flamenco quality.",20
1989-01-13-left-por-entre-los-cantes-de-levante-,candil,Candil,1989-01,1989,HERIT_02,HERIT,"The passage values expert authority, but it does not clearly invoke official or institutional heritage authorization.",16
1989-01-13-left-por-entre-los-cantes-de-levante-,candil,Candil,1989-01,1989,PED_03,PED,"The word 'interpretativo' appears in analysis of style, but the excerpt does not concern learning access or institutional/transnational pedagogy.",20
1989-01-14-left-una-voz-con-alma-daniela-pineda,candil,Candil,1989-01,1989,CRIT_01,CRIT,"The poem is strongly praising Mairena, but the emitted authenticity and aesthetic-criteria codes capture the main discourse functions more precisely.",21
1989-01-14-right-cinco-a-os-de-la-desaparici-n-de,candil,Candil,1989-01,1989,COMM_02,COMM,"The great Jerez afición is mentioned, but the excerpt does not clearly make that community the source of authority; it mainly discusses recognition and canonization.",25
1989-01-16-left-flamenco-y-musicolog-a,candil,Candil,1989-01,1989,CRIT_02,CRIT,"Terms such as voice, rhythm, timbre, and expressive melody are discussed as transcription problems, but they are not applied as evaluative criteria for judging flamenco quality.",26
1989-01-19-left-la-m-sica-andalus,candil,Candil,1989-01,1989,AUTH_03,AUTH,"The text discusses historical origins and survival of Andalusí music, but the visible claim is more patrimonial and critical than a direct tradition-continuity authorization of flamenco practice.",28
1989-01-19-right-en-torno-a-pilar-l-pez-jos-n-ez-,candil,Candil,1989-01,1989,CRIT_03,CRIT,"The text compares Pilar López with canonical figures such as La Macarrona, La Malena, and La Mejorana, but the emitted critical evaluation and aesthetic-criteria codes already capture the main evaluative work conservatively.",33
1989-01-19-right-en-torno-a-pilar-l-pez-jos-n-ez-,candil,Candil,1989-01,1989,HERIT_02,HERIT,"The award and jury ceremony provide institutional recognition, but the passage primarily functions as a review of performance rather than heritage authorization.",22
1989-01-22-left-ii-acto-de-presentaci-n-de-publi,candil,Candil,1989-01,1989,HERIT_03,HERIT,"The text mentions continuity and cultivation of flamenco activities, but the visible evidence is more specifically institutional authorization and university mediation than safeguarding or living-heritage work.",27
1989-01-23-left-noticiario-flamenco,candil,Candil,1989-01,1989,CRIT_01,CRIT,"The praise of Antonio Povedano concerns plastic arts rather than a flamenco artist, performance, style, or event, so it does not meet the target condition.",25
1989-03-3-right-editorial,candil,Candil,1989-03,1989,CRIT_01,CRIT,"The strong negative language evaluates institutional conduct, but CRIT_04 captures the more specific expert/editorial authority and boundary-policing function.",20
1989-03-5-right-de-la-discriminaci-n-en-el-cante,candil,Candil,1989-03,1989,AUTH_02,AUTH,"The article contests racism, localism, and discrimination, but the visible text does not clearly draw a pure/impure boundary around legitimate flamenco.",22
1989-03-5-right-de-la-discriminaci-n-en-el-cante,candil,Candil,1989-03,1989,CRIT_03,CRIT,"Phrases such as 'grupo musicalmente superior y selecto' suggest hierarchy, but the clearer discourse function is broad critical evaluation rather than canon/ranking.",23
1989-03-6-left-viejo-carn-flamenco,candil,Candil,1989-03,1989,COMM_04,COMM,"Gitano/andaluz identity is central to the purity claim, but it is already captured through AUTH_02's boundary work rather than a separate identity-framing code.",26
1989-03-6-left-viejo-carn-flamenco,candil,Candil,1989-03,1989,AUTH_03,AUTH,"Triana and Ronda are framed as origins or schools, but the clearest function is canon hierarchy/ranking rather than tradition-continuity rhetoric.",22
1989-03-8-right-enderezando-entuertos,candil,Candil,1989-03,1989,AUTH_01,AUTH,"The repeated appeal to 'verdad' concerns factual discographic correction, not a claim that a person, style, or practice is genuinely flamenco.",21
1989-03-8-right-enderezando-entuertos,candil,Candil,1989-03,1989,AUTH_02,AUTH,"Although the author rejects improper names and false attributions, the boundary is primarily factual/classificatory rather than pure versus impure flamenco.",21
1989-03-10-left-ni-o-de-cabra,candil,Candil,1989-03,1989,COMM_02,COMM,"The text mentions a 'gran aficionado y mecenas', but the reference is brief and mostly biographical, not a clear claim that afición or community standing authorizes flamenco value.",28
1989-03-11-left-aurelio-de-c-diz-y-el-mal-gusto,candil,Candil,1989-03,1989,CRIT_02,CRIT,"The text uses duende and expression as criteria, but this is tightly embedded in the broader explicit critical evaluation already captured by CRIT_01.",23
1989-03-12-left-reflexiones-y-conclusiones-sobre,candil,Candil,1989-03,1989,CRIT_04,CRIT,"The article discusses critics, ponencias, debate, and documentation, but the visible excerpt is mainly procedural rather than exercising expert critical authority over flamenco quality.",24
1989-03-12-right-sem-foro,candil,Candil,1989-03,1989,AUTH_02,AUTH,"The phrase 'agresiones con sedicentes propósitos de renovación' hints at boundary policing, but the visible excerpt does not provide enough context to identify the excluded practices precisely.",27
1989-03-12-right-sem-foro,candil,Candil,1989-03,1989,AUTH_03,AUTH,"Successors of named artists and Andalusian patrimony imply continuity, but the stronger visible discourse is heritage and belonging rather than tradition-continuity rhetoric.",23
1989-03-13-right-podio-y-picota-ventolera,candil,Candil,1989-03,1989,CRIT_04,CRIT,"The column uses a tribunal/censure voice and polices media treatment of flamenco, but the main visible evidence is direct evaluation and canon ranking already captured by CRIT_01 and CRIT_03.",30
1989-03-13-right-podio-y-picota-ventolera,candil,Candil,1989-03,1989,COMM_02,COMM,"The afición, peñas, and tertulias are mentioned as affected audiences and settings, but the passage does not clearly grant them authority to judge or sustain flamenco.",26
1989-03-14-left-petenera-de-vida-y-bronce,candil,Candil,1989-03,1989,AUTH_03,AUTH,"The reference to Paterna de Rivera as her cuna suggests roots, but the visible text is primarily poetic commemoration rather than a clear tradition/continuity claim authorizing present flamenco.",29
1989-03-14-right-cante-gitano-andaluz,candil,Candil,1989-03,1989,COMM_04,COMM,"The title and lyrics use gitano-andaluz identity language, but the visible text consists of song/verse lines without a clear discourse function defining belonging, authority, or representation.",28
1989-03-15-left-para-el-recuerdo,candil,Candil,1989-03,1989,COMM_03,COMM,"The closing statement that people in peñas should know how to listen suggests participatory listening norms, but the brief aphorism is too general to establish a public/private or participant/spectator contrast.",32
1989-03-16-right-aunque-no-quepa-en-el-papel,candil,Candil,1989-03,1989,COMM_02,COMM,"The text criticizes those who call themselves aficionados without really being so, but the visible span primarily supports critical boundary-policing rather than community authority as a separate code.",29
1989-03-17-right-noticiario,candil,Candil,1989-03,1989,COMM_02,COMM,"Peñas and aficionados appear in listings and audience description, but those mentions alone do not clearly authorize flamenco value beyond the stronger participatory-setting evidence.",25
1989-03-17-right-noticiario,candil,Candil,1989-03,1989,CRIT_01,CRIT,"The text contains broad praise such as 'Triunfo bien merecido', but the more specific evaluative discourse is captured under CRIT_02.",20
1989-03-23-left-hablan-las-pe-as,candil,Candil,1989-03,1989,COMM_03,COMM,"The lunch is described as friendship and camaraderie, but there is no clear contrast between participatory/private and public/spectatorial flamenco settings.",22
1989-03-23-left-hablan-las-pe-as,candil,Candil,1989-03,1989,CRIT_01,CRIT,Phrases such as 'muchos éxitos' and 'feliz andadura flamenca' are formulaic well-wishing rather than substantive critical evaluation.,18
1989-03-24-right-discografia-flamenca,candil,Candil,1989-03,1989,CRIT_03,CRIT,"References to Antonio Mairena, Charamusco, and Manolo Vargas evoke canonical figures, but the main function is performance comparison rather than constructing a clear hierarchy or canon.",26
1989-03-24-right-discografia-flamenca,candil,Candil,1989-03,1989,COMM_04,COMM,Mentions of gitano identity and family appear largely biographical and do not independently organize authority or belonging in the review.,20
1989-05-3-right-festivales-flamencos,candil,Candil,1989-05,1989,AUTH_03,AUTH,"The article situates festivals historically, but it does not use tradition or roots as a positive authority for present flamenco practice.",21
1989-05-3-right-festivales-flamencos,candil,Candil,1989-05,1989,HERIT_02,HERIT,"Institutions are mentioned as promoters, but the passage lacks explicit authorized heritage mechanisms such as official listing, declaration, or heritage tutelage.",21
1989-05-4-left-desde-el-valle-flamenco-lecci-n-,candil,Candil,1989-05,1989,HERIT_03,HERIT,"Memory and cultural transmission are present, but the visible excerpt is more clearly pedagogical and canonical than public-heritage safeguarding.",20
1989-05-4-left-desde-el-valle-flamenco-lecci-n-,candil,Candil,1989-05,1989,PED_03,PED,"The school context suggests institutional learning access, but the stronger evidence is the teacher's pedagogical authority and mediation rather than institutionalized flamenco pedagogy.",24
1989-05-5-left-viejo-carn-flamenco,candil,Candil,1989-05,1989,AUTH_02,AUTH,"Purity is mentioned as a criterion, but the visible excerpt more strongly supports canon/ranking around Enrique as a model than independent purity boundary-work.",25
1989-05-5-left-viejo-carn-flamenco,candil,Candil,1989-05,1989,CRIT_01,CRIT,"There are evaluative remarks about performances and contests, but the more specific codes for canon hierarchy and expert boundary authority capture the discourse function more precisely.",26
1989-05-11-left-la-propaganda-flamenca,candil,Candil,1989-05,1989,CRIT_03,CRIT,"The text names major poster artists and says the cartel reaches a 'cumbre', but the visible passage does not clearly construct a flamenco-specific canon or ranking.",27
1989-05-13-right-la-osada-ignorancia,candil,Candil,1989-05,1989,PED_01,PED,"The phrase 'tutoría correctora' suggests training, but it is used as part of a performance critique rather than a sustained claim about pedagogical authority.",24
1989-05-14-left-la-malague-a-es-de-m-laga,candil,Candil,1989-05,1989,COMM_01,COMM,"The reference to 'los no iniciados' marks an audience knowledge difference, but it is secondary to the corrective origin argument and not enough for a separate insider/outsider boundary code.",30
1989-05-14-right-sentimiento-y-raz-n,candil,Candil,1989-05,1989,CRIT_03,CRIT,"The text discusses discriminatory distinctions among cantes, but the visible excerpt mostly contests hierarchy rather than constructing a clear ranking.",20
1989-05-16-left-siguiriyas-nombre-de-un-cante-pl,candil,Candil,1989-05,1989,AUTH_03,AUTH,"The article investigates origins and nomenclature, but the visible origin discussion is largely etymological and historical rather than using roots to authorize present flamenco value.",25
1989-05-16-left-siguiriyas-nombre-de-un-cante-pl,candil,Candil,1989-05,1989,COMM_01,COMM,The retrieval trigger 'fuera' does not function as an insider/outsider social boundary in the visible excerpt.,17
1989-05-16-right-silverio-franconetti,candil,Candil,1989-05,1989,COMM_03,COMM,"The balcony/listening scene suggests communal listening, but the passage does not clearly contrast participatory versus spectatorial settings as a discourse function.",22
1989-05-19-right-a-ana-m-rquez-bailaora-poema,candil,Candil,1989-05,1989,COMM_04,COMM,"The poem uses gendered and bodily imagery, but it does not clearly make identity a basis of authority, belonging, or representation.",21
1989-05-21-left-homenaje-en-francia-a-una-ex-bai,candil,Candil,1989-05,1989,PED_01,PED,"La Joselito is said to teach, but the clearest discourse function concerns transnational institutional access rather than her personal pedagogical authority.",21
1989-05-21-right-razones-de-una-propuesta,candil,Candil,1989-05,1989,AUTH_04,AUTH,"The article criticizes recording companies and sales pressure, but the strongest boundary language is broader purity/contamination rather than a distinct anti-commercial authenticity claim.",25
1989-05-22-left-podio-y-picota-ventolera,candil,Candil,1989-05,1989,AUTH_03,AUTH,"The phrase 'renovadores del flamenco tradicional' invokes tradition, but the visible passage does not clearly use tradition or continuity as the main authorizing basis.",24
1989-05-22-right-discografia-flamenca,candil,Candil,1989-05,1989,CRIT_04,CRIT,"The review polices the boundary of 'nuevas formas', but that function is already captured by AUTH_02 and CRIT_01 without needing an additional overlapping code.",24
1989-05-23-right-aunque-no-quepa-en-el-papel,candil,Candil,1989-05,1989,PED_02,PED,"The call to transmit Caló to children is clear cultural transmission, but it is not specifically flamenco knowledge or pedagogy in the visible text.",24
1989-05-24-right-noticiario-flamenco,candil,Candil,1989-05,1989,COMM_02,COMM,"Peñas and congress participants are mentioned, but the visible text emphasizes institutional organization rather than community authority or insider recognition.",20
1989-05-25-right-hablan-las-pe-as,candil,Candil,1989-05,1989,COMM_02,COMM,"The many peña notices identify clubs and contests, but mostly as routine organizational information without clear community authority discourse.",19
1989-05-26-right-premium-iben-alcazar-premium-cri,candil,Candil,1989-05,1989,AUTH_03,AUTH,"The advertisement mentions 'siguiendo la tradición de nuestros maestros cerveceros', but the tradition claim concerns beer production, not flamenco.",19
1989-07-3-right-sevillanas-show-editorial,candil,Candil,1989-07,1989,CRIT_04,CRIT,"The text criticizes commercial sevillanas, but the stronger and less duplicative coding is the authenticity/anti-commercial boundary work.",19
1989-07-5-right-viejo-carn-flamenco-manolo-carac,candil,Candil,1989-07,1989,CRIT_01,CRIT,"There are several explicit evaluations of singers, but they are already captured through the stronger canon/hierarchy code.",18
1989-07-8-left-el-tesoro-escondido,candil,Candil,1989-07,1989,PED_02,PED,"Family conservation implies intergenerational transmission, but the visible passage emphasizes origin and legitimacy more than a learning process.",18
1989-07-8-left-el-tesoro-escondido,candil,Candil,1989-07,1989,HERIT_03,HERIT,"The vocabulary of conservation and hidden treasure is present, but it is not framed as public heritage, institutional safeguarding, or community heritage policy.",23
1989-07-9-left-juan-friede,candil,Candil,1989-07,1989,COMM_02,COMM,"The article mentions aficionados and gatherings, but the core discourse is Friede's expert interpretation rather than afición as community authority.",21
1989-07-9-left-juan-friede,candil,Candil,1989-07,1989,AUTH_04,AUTH,"The remembered tavern scene is intimate, but the passage does not clearly contrast intimacy with commercial or public performance as authenticity evidence.",22
1989-07-9-right-opini-n-sobre-flamenco,candil,Candil,1989-07,1989,AUTH_01,AUTH,"The article asserts truth and falsehood, but the clearest discourse is identity/origin boundary work rather than a separate authenticity claim.",21
1989-07-10-left-recuerdo-de,candil,Candil,1989-07,1989,CRIT_01,CRIT,"There is evaluative language about cultural affinity, but it functions mainly as legitimation through roots rather than a review of a performance or artist.",24
1989-07-11-left-joaqu-n-vargas-soto-el-cojo-de-m,candil,Candil,1989-07,1989,AUTH_01,AUTH,"The article argues for factual truth in attribution, but it does not clearly frame a practice as genuinely or properly flamenco.",21
1989-07-13-right-paquito-de-la-isla,candil,Candil,1989-07,1989,COMM_03,COMM,"The interview atmosphere is intimate, but it is presented as personal reunion rather than a broader participatory flamenco setting.",19
1989-07-13-right-paquito-de-la-isla,candil,Candil,1989-07,1989,COMM_04,COMM,Mentions of hombre and feminine absence are incidental and do not organize flamenco identity or authority.,16
1989-07-15-left-cantaores-de-granada,candil,Candil,1989-07,1989,AUTH_03,AUTH,"The text evokes tradition and historical continuity, but the clearer discourse is memory preservation of voices rather than tradition as authority.",21
1989-07-16-left-curiosidades-flamencas,candil,Candil,1989-07,1989,AUTH_04,AUTH,"The author speculates about comerciabilidad, but the visible critique is primarily genre-boundary criticism rather than anti-commercial authenticity.",19
1989-07-17-left-el-flamenco-en-la-poes-a-y-en-la,candil,Candil,1989-07,1989,COMM_03,COMM,The retrieval trigger 'publicando' is only about publication history and does not create a public/private participatory setting.,18
1989-07-17-left-el-flamenco-en-la-poes-a-y-en-la,candil,Candil,1989-07,1989,AUTH_01,AUTH,"The word 'verdadero' supports praise of Ferrán, but the stronger evidence is canonization and aesthetic evaluation rather than a separate authenticity claim.",22
1989-07-21-left-poema,candil,Candil,1989-07,1989,CRIT_03,CRIT,"The phrase 'tres veces bueno' praises the trio, but the poetic context is too elliptical for a confident ranking or canon claim.",22
1989-07-24-left-noticiario-flamenco,candil,Candil,1989-07,1989,COMM_02,COMM,"Neighborhood, family, and Peña-like community terms appear, but the visible text does not clearly present a community actor as authorizing or judging flamenco.",24
1989-07-25-left-hablan-las-pe-as-amigas,candil,Candil,1989-07,1989,COMM_02,COMM,"Peñas and federations are mentioned as organizers, but the passage is mainly administrative and does not clearly claim community authority or insider recognition.",23
1989-07-25-left-hablan-las-pe-as-amigas,candil,Candil,1989-07,1989,CRIT_03,CRIT,"Contest prizes and winners are mentioned, but the visible text does not construct a broader canon, hierarchy, or evaluative ranking beyond routine competition logistics.",24
1989-07-25-right-buz-n,candil,Candil,1989-07,1989,PED_02,PED,"Pastora is described as learning songs by hearing them from José Medina, but the stronger discourse function in the article is historical correction and lineage/origin authorization rather than pedagogy.",30
1989-07-26-right-iben-alcazar-premium-criviza-spi,candil,Candil,1989-07,1989,AUTH_03,AUTH,"The advertisement mentions beer-making tradition, but it is unrelated to flamenco and therefore outside the code's scope.",19
1989-07-26-right-iben-alcazar-premium-criviza-spi,candil,Candil,1989-07,1989,CRIT_01,CRIT,"The advertisement praises the beer, but it does not evaluate any flamenco-related target.",14
1989-09-3-right-a-pedro-s-nchez,candil,Candil,1989-09,1989,PED_01,PED,"The text mentions Pedro's discipline of learning and ability to project flamenco, but it does not clearly position him as an authorized teacher or pedagogical method.",27
1989-09-4-left-carta,candil,Candil,1989-09,1989,AUTH_01,AUTH,"The repeated word 'verdad' concerns moral or factual truth around a dispute, not a clear authenticity claim about flamenco practice.",20
1989-09-4-left-carta,candil,Candil,1989-09,1989,COMM_02,COMM,The final greeting to the Peña and 'amiga flamenca de corazón' signals community affiliation but does not clearly authorize judgment through community belonging.,23
1989-09-4-right-miguel-de-linares-y,candil,Candil,1989-09,1989,COMM_04,COMM,"The phrase 'serio, para hombres, para cabales' has gendered and identity language, but the visible excerpt does not develop a clear identity-based tradition model.",25
1989-09-8-left-el-pr-ximo-monogr-fico-sobre-ans,candil,Candil,1989-09,1989,HERIT_01,HERIT,"The phrase 'dignidad de una cultura cantada inigualable' elevates flamenco culturally, but it does not clearly frame it as public heritage or patrimony.",23
1989-09-8-left-el-pr-ximo-monogr-fico-sobre-ans,candil,Candil,1989-09,1989,CRIT_01,CRIT,"General praise of Climent's contribution is present, but the stronger discourse function is expert authority and canonization.",18
1989-09-9-right-manolo-barrios,candil,Candil,1989-09,1989,COMM_02,COMM,"Aficionados and cabales appear, but the strongest function is critique of their limits rather than community-based authorization.",18
1989-09-9-right-manolo-barrios,candil,Candil,1989-09,1989,HERIT_03,HERIT,"The language of rescue and dignification is preservation-adjacent, but it lacks a clear public-heritage or safeguarding frame.",19
1989-09-10-right-cantes-nuevos,candil,Candil,1989-09,1989,AUTH_01,AUTH,"Authenticity is named as a debate criterion, but the passage does not itself assert that a specific cante is authentic.",20
1989-09-10-right-cantes-nuevos,candil,Candil,1989-09,1989,AUTH_03,AUTH,"Roots and traditional styles are mentioned, but mainly as objects for classification and debate rather than as an explicit tradition-continuity claim.",22
1989-09-11-right-la-debla,candil,Candil,1989-09,1989,AUTH_03,AUTH,"The article discusses linguistic origin, but the visible passage is mainly etymological and methodological rather than using origin to authorize present flamenco value.",23
1989-09-11-right-la-debla,candil,Candil,1989-09,1989,CRIT_01,CRIT,"Phrases such as 'hermosa toná' and 'melancólica y bella toná' are evaluative, but they are incidental to the etymological argument rather than a sustained critical assessment of a performance, artist, or style.",32
1989-09-12-left-xvii-congreso-nacional,candil,Candil,1989-09,1989,COMM_02,COMM,"Peña and peñistas appear, but the stronger visible function is the valued participatory setting rather than an explicit claim that peñas possess authority to judge or sustain flamenco.",28
1989-09-12-left-xvii-congreso-nacional,candil,Candil,1989-09,1989,AUTH_03,AUTH,"Jerez is described as a place of 'esencias jondas,' but the visible passage is more atmospheric than a clear tradition-continuity argument.",22
1989-09-16-left-poema,candil,Candil,1989-09,1989,COMM_04,COMM,"The poem uses identity terms such as 'gitana' and 'raza,' but they function as poetic imagery rather than constructing authority, belonging, or representation in a discursive argument.",27
1989-09-16-left-poema,candil,Candil,1989-09,1989,HERIT_03,HERIT,"The phrase 'yo te hago memoria cantaora' is evocative, but it does not clearly frame collective memory, safeguarding, or community heritage work.",22
1989-09-16-right-coplas,candil,Candil,1989-09,1989,AUTH_03,AUTH,"The coplas mention serranas, pastores, and bandoleros, but these are lyrical motifs rather than an argument grounding flamenco value in tradition, roots, or continuity.",24
1989-09-17-left-hacia-d-nde-vamos,candil,Candil,1989-09,1989,CRIT_01,CRIT,"The visible ending criticizes current tendencies and contest outcomes, but the stronger function is boundary-policing critique rather than a discrete review of an artist, performance, or event.",28
1989-09-17-left-hacia-d-nde-vamos,candil,Candil,1989-09,1989,CRIT_03,CRIT,"The text distinguishes 'buenos cantaores' from 'menos buenos,' but the visible excerpt does not develop a clear canon, ranking, or hierarchy beyond that brief comparative concern.",26
1989-09-19-left-el-desprop-sito-estriba-en-m,candil,Candil,1989-09,1989,COMM_02,COMM,"The afición is addressed as deserving respect, but the visible excerpt does not clearly grant aficionados authority to judge or sustain flamenco.",22
1989-09-21-left-la-minor-a-de-los-caballistas-ba,candil,Candil,1989-09,1989,AUTH_04,AUTH,"Commercialization is mentioned, but the author explicitly says it is not used pejoratively, so no anti-commercial authenticity claim is present.",21
1989-09-21-left-la-minor-a-de-los-caballistas-ba,candil,Candil,1989-09,1989,PED_02,PED,"Tradition and transmission are implied around Silverio's knowledge, but the visible span does not clearly describe oral, embodied, familial, or lineage-based learning.",24
1989-09-22-right-el-mito-de-las-bailarinas-gadita,candil,Candil,1989-09,1989,PED_02,PED,"The word 'escuchando' appears in a historical example, but it does not describe flamenco learning or embodied/oral transmission.",19
1989-09-22-right-el-mito-de-las-bailarinas-gadita,candil,Candil,1989-09,1989,HERIT_03,HERIT,"Place and memory-like language appear, but the visible text is about historical argument, not safeguarding or community heritage work.",20
1989-09-24-left-andaluc-a-siempre-maltratada,candil,Candil,1989-09,1989,HERIT_01,HERIT,"The text strongly invokes culture and values, but it does not explicitly frame flamenco as patrimonio/heritage or use a clear public-heritage category.",24
1989-09-24-right-podio-y-picota-ventolera,candil,Candil,1989-09,1989,AUTH_01,AUTH,"The article praises flamenco's universal importance, but the stronger function is cultural identity and critical condemnation rather than a direct authenticity claim.",23
1989-09-26-left-discografia-flamenca,candil,Candil,1989-09,1989,COMM_02,COMM,"Afición is mentioned, but the visible passage does not clearly grant aficionados authority to judge or sustain flamenco.",18
1989-09-26-right-iben-alca-ar-premium-crivera-lup,candil,Candil,1989-09,1989,AUTH_03,AUTH,"The word tradition appears in beer advertising, but it is unrelated to flamenco tradition or authority.",16
1989-11-3-right-los-impremiables-editorial,candil,Candil,1989-11,1989,COMM_04,COMM,"The text mentions gitano/payo accusations, but the visible passage focuses on critical reputation rather than identity-based belonging or representation.",21
1989-11-4-left-otras-formas-de-avanzar,candil,Candil,1989-11,1989,PED_01,PED,"Calixto Sánchez is praised as cantaor and pedagogue, but the stronger discourse function is the institutional access/transmission of flamenco in schools.",22
1989-11-4-left-otras-formas-de-avanzar,candil,Candil,1989-11,1989,HERIT_03,HERIT,"Generational transmission is present, but the passage is more directly about pedagogy than public heritage safeguarding.",16
1989-11-5-left-memorable-preg-n-flamenco-de-nav,candil,Candil,1989-11,1989,COMM_02,COMM,"Aficionados are mentioned as moved spectators, but they are not clearly positioned as authorities who judge or sustain flamenco.",19
1989-11-6-left-isabel-fern-ndez,candil,Candil,1989-11,1989,CRIT_01,CRIT,"The praise of her labor as 'incansable y provechosa' is evaluative, but it is closely tied to the official-recognition frame already captured by HERIT_02.",25
1989-11-6-right-viejo-carn-flamenco,candil,Candil,1989-11,1989,CRIT_03,CRIT,"'Maestro en ciernes' and 'primera fila' imply status hierarchy, but the stronger visible function is general evaluation and community recognition.",20
1989-11-10-right-del-i-concurso-regional-de-cante,candil,Candil,1989-11,1989,COMM_02,COMM,"Peñas organize the contest, but the passage mainly reports administrative organization rather than community authority or insider recognition.",18
1989-11-11-left-belleza-positiva-del-drama-andal,candil,Candil,1989-11,1989,CRIT_04,CRIT,"The article invokes named writers and scholars, but the main supported functions are identity framing, canonization, aesthetic criteria, and roots discourse.",21
1989-11-12-left-enderezando-entuertos,candil,Candil,1989-11,1989,COMM_02,COMM,"The article addresses aficionados and mentions the afición as witnesses, but its strongest discourse functions are authenticity correction, teaching, and critical evaluation.",22
1989-11-13-right-cantar-por-grana-nas-paco,candil,Candil,1989-11,1989,AUTH_03,AUTH,"The article mentions origin and sources, but the strongest function is critical canon-making rather than tradition/continuity as an independent authority claim.",23
1989-11-14-left-vi-distinci-n-comp-s-del-cante,candil,Candil,1989-11,1989,AUTH_02,AUTH,"The closing phrase 'gratificación de la pureza' praises purity, but it does not clearly exclude or devalue an impure target.",20
1989-11-14-left-vi-distinci-n-comp-s-del-cante,candil,Candil,1989-11,1989,CRIT_02,CRIT,"The article mentions hondura, compás, and entrega, but these are not developed as distinct aesthetic criteria beyond the award/canon frame.",21
1989-11-16-left-homenaje-a-juan-carmona-habichue,candil,Candil,1989-11,1989,COMM_02,COMM,"The peña is mentioned as organizer and venue context, but the visible text does not clearly grant peña/community authority to recognize or judge flamenco.",25
1989-11-16-left-homenaje-a-juan-carmona-habichue,candil,Candil,1989-11,1989,HERIT_01,HERIT,"The phrase 'patrimonio de todos' refers to the cultural venue/public facility, not clearly to flamenco as collective heritage.",19
1989-11-16-left-homenaje-a-juan-carmona-habichue,candil,Candil,1989-11,1989,CRIT_04,CRIT,"The author criticizes restricted access to the venue, but the boundary critique is civic/institutional rather than a flamenco purity or expert-critical boundary.",24
1989-11-17-right-canal-sur-y-el-flamenco,candil,Candil,1989-11,1989,AUTH_02,AUTH,"The term 'más puro' appears, but no impure, fake, or degraded target is clearly excluded in the visible text.",19
1989-11-17-right-canal-sur-y-el-flamenco,candil,Candil,1989-11,1989,PED_03,PED,"Broadcast programming broadens access, but the visible text does not clearly frame this as learning or pedagogy.",17
1989-11-17-right-canal-sur-y-el-flamenco,candil,Candil,1989-11,1989,CRIT_01,CRIT,"The program's light and sound are called new and respectful, but this is secondary to the cultural/identity framing and not a distinct critical review.",26
1989-11-19-left-entrevista-con-juan-casillas,candil,Candil,1989-11,1989,COMM_02,COMM,"The family afición supports the transmission code, but the visible passage does not clearly grant the family independent authority to judge or sustain flamenco beyond biographical formation.",27
1989-11-21-right-una-revoluci-n-en-el-an-lisis-de,candil,Candil,1989-11,1989,AUTH_01,AUTH,The phrase 'verdadera fotografía' describes the sonagram metaphorically and does not claim authentic or proper flamenco.,16
1989-11-21-right-una-revoluci-n-en-el-an-lisis-de,candil,Candil,1989-11,1989,PED_03,PED,"The text explains acoustic principles, but it is mainly presenting analytical technology rather than thematizing access to flamenco learning.",19
1989-11-23-right-noticiario-flamenco,candil,Candil,1989-11,1989,CRIT_04,CRIT,"The juries and inapelable rulings are administrative contest rules, not visible expert critical discourse or boundary policing.",17
1989-11-23-right-noticiario-flamenco,candil,Candil,1989-11,1989,HERIT_02,HERIT,"The Junta sponsorship and Confederación organization are institutional facts, but the passage lacks explicit heritage or public-cultural authorization language.",20
1989-11-24-left-hablan-las-pe-as,candil,Candil,1989-11,1989,HERIT_03,HERIT,"The special prize 'Para fomentar el cante de Trilla' suggests promotion of a local cante, but the visible text remains a contest rule without clear safeguarding or public-heritage framing.",30
1989-11-24-left-hablan-las-pe-as,candil,Candil,1989-11,1989,PED_03,PED,"The requirement to interpret groups of cantes is a contest eligibility rule, not institutional learning or access to flamenco knowledge.",20
1989-11-24-left-hablan-las-pe-as,candil,Candil,1989-11,1989,COMM_02,COMM,"Several peñas appear as organizers or administrative bodies, but the excerpt does not grant them community authority to recognize or judge flamenco beyond routine operations.",25
